Review,label
Great product!,Rating
"I use Evernote for so many things
Note taking, Recording meetings, to do lists, web clipping, reading PDFs - and everything syncs to all devices i use  Love the app  It's must have for the iPhone and iPad and desktop PC (or Mac)",Rating
I use Evernote multiple times each day It helps keep my life organized and effective Great app!,Rating
Have it with me everywhere all the time,Rating
a very good app It's easy-using,Rating
Like it a lot,Rating
Love it,Rating
A essential for any tablet user or ANY entrepreneur It's capability and conveniences will make you wonder how you went without it (or how you used the Notes function so long)!,Rating
I can't live w o it!,Rating
"Good notes app, nicely organized and clean to edit and read  Highly recommend",Rating
Very useful,Rating
I love this app and use it daily as a journal,Rating
Great app!! This made life easy to capture family moments and saving for years to come I evaluated quite few and Evernote stand top on the list,Rating
If you take notes - this is a must have,Rating
Best app on my phone !!,Rating
"As the title of this review states, this is probably the very best note-taking application available to the digital world Ever since I started to use it it has been wonderful! Each time I think I understand all it does I find a newer, cooler feature either on the Mac app or the iPadiPhone app I do a lot of research in grad school and this has been an amazing tool",Rating
Goodgood,Rating
More Awesomeness,Rating
Couldn't live without it,Rating
"As a new Mom, blogger  writer, grad student and full time professional, I manage lots of details, and this app helps to keep it all straight! I love it! Thank you!!",Rating
Meeting my expectations so far!!,Rating
Wonderful app!,Rating
Use Evernote all the time to keep track of my lifeawesome,Rating
"I couldn't be happier with Evernote If it spit out gold coins, some Would have problems with it

I use it daily and each day I find a new way to use it

Definitely an app to try - and you'll find ways you can't live without it",Rating
In just a few and simple words It is impossible for me to work without it It has became an indispensable tool for me,Rating
"11 stars

Good stuff",Rating
Decent,Rating
I use Evernote every day It's more and more robust with each new edition,Rating
I've been depending on Evernote for years The mobile app makes it even more convenient,Rating
Was a great app that I use every day before Update with reminders makes it that much better Evernote keeps me organized!,Rating
It allows me to record daily notes that aid in medical evaluations It feel almost like cheating my memory,Rating
I've been an Evernote user for years It's the first App I install on any new device Essential I use it for everything,Rating
Just perfect,Rating
Probably the most important app I use,Rating
"Well organized, easy to use, and doesn't shove buying the upgrade in your face  I use it here on my phone and on my laptop  Great stuff!",Rating
Really good app,Rating
Never forget again!,Rating
"I'd tried Evernote in the past and never stuck with it, but after using it for everything for the last six months, I don't know what is do without it 

The app is fantastic Works really smoothly and makes creating and retrieving notes easy",Rating
Great app Use it for everything from grocery list to to do list Love this app,Rating
This is a app it simply does what it says,Rating
Love this product,Rating
"For some reason, I kept waiting for Yojimbo to get its act together and do a companion iOS app After using Evernote for 3 months, I'm hooked It just works When you put them all together, the desktop, web and mobile apps are an impressive solution for just about any productivity challenge",Rating
"I love Evernote and have used it for the past few years Good for quick word processing and keeping track of all kinds of stuff I use it as my daily journal, too!",Rating
this one is great!,Rating
"It's ok because it sometimes it just closes on me 
But overall it is great",Rating
"There is nothing like it I use it everyday, for EVERYTHING Get it, use it, love it, review it so other will too!",Rating
I couldn't live without it now that I use it,Rating
Evernote help me to organize my day Every day,Rating
Great for taking personal notes,Rating
"Hands down, all time best p?r?o?d?u?c?t?i?v?i?t?y? app 'nuff said",Rating
I frequently ask users of smart phones which application they love the most Evernote is the most frequent response I love it too It really empowers me to write while on the go,Rating
"This is the best business productivity tool  I wish I would have known about it sooner!!!!  Love, love it!!!!",Rating
"Simply the best note taking app on any platform and all platforms! 

I've tried many others but always end up going back to Evernote Using both the Chrome, Mac &amp iPhone versions!",Rating
"I love it! All of my reminders, notes and receipts in one place Thank goodness!",Rating
One of my Favs!!!,Rating
"Besides the occasional crash, this is an amazing product with tons of potential depending on how you work with it!",Rating
It's an awesome way to keep track of your thoughts!,Rating
very Good,Rating
It's more useful if you put everything into it,Rating
It's really useful now it just needs a dragon dictate so I can quit copy and pasting lol useful app though =],Rating
"When a brain tumor all but wiped out my short-term memory, I found myself struggling in every area of my life-- including work  I am self-employed, and therefore need to be on top of my job at all times  Thank you Evernote!  I'm now regaining some confidence that what I'm doing is right!",Rating
Great product,Rating
"Evernote has saved my life Seriously, no joke, I would be dead in a ditch if it wasn't for this app",Rating
Thanks,Rating
"Today's update, dated March 1, 2013 is horrible!  Every single time I open up the App, it defaults to the 'Updated' view of all my notes Then, when I select either 'Title', which is how I REALLY WANT to organize my notes, in alphabetical order, or I select 'Created,', the App immediately crashes and closes  I have tried this over 50 times! I tried rebooting my iPadno to avail  I tried deleting the App all together, and then reloaded it, but still the same problem!  This HAS TO BE FIXED ASAP PLEASE!!!!!!!  I can't effectively use my notesit's too much of a hassle to try to look in each month for a note created, and even each month is not in alphabetical order  THERE IS NO RYTHME OR REASON TO THIS UPDATE!!!!  I have always been one of your biggest advocates and proponents  If this bug isn't fixed pronto, I will have to delete Evernote permanently, and use a different App!  ARGHHHHHH!!!!!!",Rating
"I use Evernote every day for both work and personal note-taking glad the crash on launch was fixed so quickly! Would like to see complete parity (on formatting and some other features) between desktop and iPad versions, but it's getting really close",Rating
Go ahead and update to 521,Rating
"Good App Still learning it, but so far, so good It saved me from having to buy a tape recorder for a school assignment Thanks!",Rating
Ever spent an hour trying to find a user name that would be accepted?  This app is it!  What a freaking waste of my time!   I would give it a zero if it would allow me!,Rating
"Evernote is an excellent service, and this is an awesome app!",Rating
??????,Rating
"It was a little overwhelming to set up Evernote initially Now that I've got things the way I want, I really enjoy it!",Rating
"But it works on all computers, including Mac",Rating
Love the interface Wish I remembered to use the app more!,Rating
"Evernote has allowed me to organize all the notes and journal summaries for my MBA thesis seamlessly and everything is accessible whether I'm at home, work, or mobile Love it!",Rating
Easy to use and very useful Plan all my trips with trip advisor!,Rating
A must have for vacation and business traveling!,Rating
Very uselful app,Rating
"I have been using trip advisor for a couple years now  So far everything is as it seems, and the app is very useful while traveling",Rating
Handy but a little slow,Rating
I rely on tripadvisor for all my business and personal travel,Rating
"I use it to look for places near me- in the US and in Europe It's never failed me! It's the ultimate in honest - the good, the bad, and the ugly",Rating
"Very nice app for check restaurant hotel and more, very attentive !!!!",Rating
Love this app Don't plan a trip without it!!!,Rating
This is the best app with the most reviews   Don't rely on the outlier reviews like the really bad ones or the over-the-top ones that are short The most informative reviews are the ones that give specific details of the stay,Rating
Great app,Rating
Never disappointed me Always have some better opinion on hotels and restaurants,Rating
Really swell Very trippy,Rating
Good,Rating
Nice UI,Rating
It's great I like writing reviews and reading we're am gonna go next,Rating
"This app is pretty good, but it could use the info like Overview, Weather &amp When to go info, etc I would like to see that info because it would be like the website",Rating
"Love this app Always find where to go when you travel With many people on it, it's great to find local places to eat &amp visit while you are away",Rating
"I have the app on my phone and iPad I turn first to them for hotel and dining recommendations at home or in some exotic destination We do 2-4 major trips a year I've seen hotels rated a 4 that in my opinion were really a 5 If you read the most current reviews you will get the best feel for the hotel Dining is more subjective and the rating don't always meet my expectations Again look for the ones written in the last few days An extra I really like are the street maps and metro guides Very hard to get lost if you use their guide Very easy to find how to get to your destination Overall, the guides are the best travel tools one could use",Rating
Good Ap! Great when traveling to unfamiliar areas! The Reviews help alot!,Rating
TripAdvisory has made planning out trip to Maui so much easier!!!! ??,Rating
I swear by Tripadvisor and this app makes it so accessible  Very user friendly,Rating
"As a very active traveller domestically and internationally, this is my most used and most dependable app on my phone!",Rating
Very user friendly Easy to use and easy to be directed Wished for a better gps function,Rating
Enough said,Rating
This is a useful app for the frequent traveler,Rating
"Trip advisor is full of the best trip app available If you're traveling without it, you are not traveling right Grab this app and enjoy ann the hidden gems each city has to offer",Rating
Please please do not put a back 'home' button at the top where people are used to hitting back No one is used to hitting 'back' at the bottom of the screen like that! Seriously frustrating having to constantly re navigate to what I was just looking at due to the poor design,Rating
Very good app!,Rating
As good as it gets,Rating
"I absolutely love this app It is so helpful when traveling, and also helpful at home to see what other people are saying about my favorite restaurants",Rating
Wonderful for exploring new places and your own backyard,Rating
Niiiice,Rating
"I use it every time I travel,,,",Rating
I love this app very helpful,Rating
The best travel site for planning your stay  Good reviews by serious travelers,Rating
"Very happy with app, highly recommend",Rating
"I like using trip advisor to look for restaurants in areas along with hotels I like the fact when there is a negative report, the owner can rebuttal it online",Rating
It's amazing,Rating
My 'Go-To' app for restaurant reviews For a serious foodie this app will help you to avoid the dogs in town and discover the real gems You can vote with your dollars and this app Gotta love the power of social media to reward the best and ignore the rest,Rating
Use it all the time Great site and app,Rating
Great app,Rating
What a great aop,Rating
I use this all the time,Rating
Best information,Rating
"It helped me all the way from coast to coast and around the globe! Thank you team, keep up the good work!",Rating
"Tripadvisor is the best friend for a nice trip! 
It is real , trustful ! 
I love tripadvisor !",Rating
This app is so helpful! I use it all the time!,Rating
I am happy to add content to this App because I have found it to be one of the best out there,Rating
Good,Rating
Very good app,Rating
"Trip Advisor is a must when traveling if you want the best The best value, hotel, tour, restaurant or just to know about an area",Rating
The fact that you get all the info you need for your trip is the most important thing when traveling,Rating
This is a great application with accurate information and advise It helped us during our west of the island vacation,Rating
It's a wonderful app,Rating
It is the best guide you need almost any where you go in the world,Rating
Great app for planning,Rating
I enjoy using trip advisor and would probably post more reviews if I could see a list and access my own reviews from the app,Rating
Great!!!!!,Rating
Used it for our last vacation and were well-prepared after reading all the reviews!  Map could use some upgrades But still great app,Rating
The app could be easier to use but it has become an essential when traveling,Rating
A pleasure to travel with,Rating
My go-to app when travelinglove it,Rating
Gets things done for your travels,Rating
Missing top 10 lists but overall great app,Rating
Very helpful,Rating
"I have now travelled through the US and several European countries and don't know how I travelled without this It has taken the risk out of sight unseen hotels and restaurants and led to many memorable stories Yes, the reviews aren't always spot on, but 90% is a huge improvement Don't leave home without this",Rating
Great app with valuable information,Rating
"This is a great site for the weary traveler Always bear in mind that opinions vary, so read lots of reviews for a balanced assessment User-friendly and chock full of good info",Rating
"Has traditional pub, fine dining and a deck overlooking Tralee Bay Food the best on Dingle peninsula  A very good experience",Rating
Love the app! All info available is just what is needed!,Rating
Our best friend abroad,Rating
Very good app,Rating
"This is what's needed so I don't waste my time and money going to places that have lousy food, &amp awful customer service",Rating
Enjoyed our honeymoon at the bed &amp breakfast for one night!  Had the pleasure to taste home-made rhubarb pie and bought a jar of the home-made rhubarb jam and a bottle of the orange liquor!  The host and hostess were delightful to meet and the location was charming,Rating
"Real reviews 
Small family owned Motels and restaurants are included",Rating
"If you're traveling, it's a great app to have",Rating
Nice app to find things you need when in an area you don't know,Rating
Great for vacations and tours  Love the app ),Rating
I love the app I always check it before I make plans for my vacations ??,Rating
The trip advisor app is very easy to navigate and contains a wealth of information at your fingertips,Rating
I like it,Rating
Get it NOW,Rating
Love the Ap for travel  Easy a d accessible,Rating
Just new to appvery useful tool for locating mini weekend getaways,Rating
"Flight tickets are the best price i've seen, so far but I do wish they would drop a bit here &amp then  People would buy them more! Just saying ( other than that I like it",Rating
If I don't take a look at this App I think about the place twice  Great App and features  Two thumbs up!,Rating
Simply excellent,Rating
I was hoping to replace Yelp and Foursquare with Trip Advisor Disappointed I won't be able to The deal breaker is you can't check in on a location,Rating
Awesome! Very helpful if you don't have time to research before you travel!,Rating
"This app is great for the novice traveler I just started a new position within my company that requires me to travel and I always refer to Trip Advisor for ratings on hotels and good places to get a hot meal

I STRONGLY recommend this app!",Rating
Bad results in the search,Rating
My main traveling guide for wherever in the world I am,Rating
I wouldn't even CONSIDER booking a hotel room without consulting this amazing app  No where is there so much info And photos of where you are considering to stay,Rating
It has a few minor flaws but I have to use this app while traveling Once I do I shall return with an update,Rating
Road trip Use it every step of the way!!!!,Rating
I live in Costa Rica and using this app has helped me incredibly to find great new places A must have for people traveling!,Rating
"This application is very much help us tp plan our vacation, no doubt tripadvisor always give best reference D",Rating
Works as described!!! Unlike most apps,Rating
Love it,Rating
I have tried its info a couple of times and it always turns out very reliable Great service with this app Just give it a try,Rating
Love traveling!!,Rating
By far the most helpful travel app around!,Rating
It's really great to use trip advisor for the information of hotels all around the globe,Rating
I find trip advisor the only way to travel! Little secrets appear that can make it or break it when I travel! The only war to travel!,Rating
Great trip tool Thank you for the initiative,Rating
"I have tried to get information on TA and all I see is this statement that the review has been removed What gives? At this rate, TA is of no use to me",Rating
Nice!,Rating
Works fine,Rating
+*?^?*+( awesome)+*?^?*+,Rating
"I used it to plan ahead my stays for business or pleasure My wife got me into it Nice to used when you are looking for restaurants and or safe places to visits when I'm abroad

  I highly recommend to use it when overseas",Rating
This is a great app  I have found 2 great hotels in cities I was unfamiliar with  Reviews are so helpful,Rating
This App is like asking dozens of neighbors what they thought of a certain place they visited It's a must do on any trip planning,Rating
Best helper in the world!!!,Rating
Love TripAdvisor as a website and now as an app! The interface is easy and I've never experienced a problem with the app and I review a lot!,Rating
Great and resourceful app - plus fun to plan ahead or dream a little ,Rating
Good,Rating
"It's great to sync my travel plans, thoughts, whims across my devices The user content is generally well done, but often the extremes can pull it one way or another",Rating
"Great app, just love it",Rating
"Just as good as web version, just on thing missing There are no links to see websites of hotels, restaurants, activities, etc",Rating
So helpful!,Rating
This App is one of the best!,Rating
Super fast and gets all the great deals!!,Rating
Trip advisor takes the pain out of some bad choices made spontaneously Read the reviews first  Perfect ap,Rating
I'm enjoying it so far hopefully when it's time for me to go out and do stuff ifs worth using!! ),Rating
Love this handy app,Rating
i like it,Rating
"Wow, what a disappointment! Where is all my stuff? Where are my reviews? What's up with having to retype search criteria after I hit back? Trip Advisor, where did your awesomeness go? Please start from scratch and redo the app!",Rating
The title says it all  I used it as guide for the last trip we took and it was right on time   Very reliable and provided us with much needed information  Need more information on golf courseswill use it on every trip we take,Rating
We use this app all the time when traveling We have discovered fabulous restaurants in out of the way locations that we would otherwise have missed and have steered clear of unpleasant choices Best to use most recent reviews and look at overall score rather than relying on only one very bad or very good review,Rating
We have used trip adviser on the web for many years I'm so very glad this mobile app works just as well,Rating
A++,Rating
Works great!,Rating
Great app with great information,Rating
The trip advisor app was EXTREMELY useful for our honeymoon in Puerto Rico! We were unable to plan much ahead of time so the trip advisor app helped to guide us toward a great experience! Thank you so much! D,Rating
Nicely put together bogland that it has tourist attraction not just food and hotels Love using this app,Rating
"Fast route to information, culture and lots of fun!",Rating
This app is grate for planning va-kays and activities and restaurants awesome,Rating
Great app that is very user friendly,Rating
Very useful App for travelers I highly recommend it!,Rating
Awesome app! Love the things to do part!,Rating
It is a great resource for searching and getting personnal feelings from visitors like us We always use for our travel plans,Rating
I don't leave home without consulting this site,Rating
Exc,Rating
Great app to have!,Rating
Me gustar?a que tuviera m?s filtros de b?squeda Muchas veces no me encuentra los lugares,Rating
The Best Travelling app,Rating
App,Rating
"Jennifer and G were amazing!  Food was delicious!  Atmosphere Naplease! Service by Jennifer  delivered was helpful and great suggestions we enjoyed!  G, the manager checked on us and made sure everything was perfect with a genuine and sincere and kind manner!  Overall, 5 stars!  A definite remember!! Thanks to both for a lovely dining experience!",Rating
Love this app  Very helpful,Rating
A good app to have if you were going on a road trip Check it out first at trip advisor before spending your hard earned buck!,Rating
Really really helpful,Rating
"Great for finding hotels, restaurants  Especially helpful when traveling to new place",Rating
"Taking a road trip back home to Oregon, this is very helpful!!!! I love it )",Rating
"Wherever you go, whatever you do it's good to have it with you!",Rating
Very nice one,Rating
Found tripadvisor when planning a trip with my boo and it helped us a great deal Good job guys Thumbs up,Rating
Can't do wo it,Rating
I can't tell you how many times this app has saved me from boredom I love it,Rating
All the tools you need to plan your vacation are right at your finger tips with this great app! Thank you TA,Rating
"N	Nice",Rating
"Anjaar	Ansari",Rating
"Adbul majid	8010172473",Rating
"perrfect	nice amazing app loved it",Rating
"Good One	Superb way to communicate with friends",Rating
"ADD MEother wise	9666685851",Rating
"Good	Good Good",Rating
"Yes	Top",Rating
"Good	Cool",Rating
"This app is really surprised everyone	This app is really surprised everyone",Rating
"Nice	Good",Rating
"Suprb	Osm app,i realy love it",Rating
"Very	Good",Rating
"No words	Excellent application",Rating
"Super	Mass",Rating
"Good	Excellent work",Rating
"Ex	Good",Rating
"Awesome	Its awesome Its fun using whats app",Rating
"Excellent	Excellent",Rating
"Railalupadhyay1010@gmailcom	Ramlalupadhyay1010@gmailcom",Rating
"Sonia kaur	Welcom",Rating
"Good	Really help fullbut if u make it free for lifetimewe will use it life long",Rating
"Good	Good **",Rating
"Very nice	The best",Rating
"Easy n awsm	Life line",Rating
"Very good app	I wish it can work with two number in same phone or work with dual sim card for both number when it will be Work for dual sim card mobile plz",Rating
"Excellent	Excellent",Rating
"Wow	Hundred wowww",Rating
"Brilliant	It's a great  way to keep in contact with people you know )",Rating
"It*$ cooolll	Its really hreat fun!!!",Rating
"	Its ehFUN!!!",Rating
"I like it	Best app",Rating
"good	better app for best link with all",Rating
"Like it	I just like",Rating
"Great app	Xolo Q700i",Rating
"Kuttyfish	Kuttyfish",Rating
"Perfect	A perfect messenger",Rating
"Addiction	Cool",Rating
"^-^	Superb",Rating
"Great app	I love it",Rating
"Excellent	Excellent",Rating
"Nice way tobe in touch with buddies	Very useful and also an economical way to communicate with our circles Hats off guys!!!!",Rating
"????	I like",Rating
"very good	impressed",Rating
"Good	Good",Rating
"Whatsapp	I like this social   network",Rating
"This app will connect peoples	VeRyGoOd ApP",Rating
"tanjilaak	Sumon11",Rating
"Tnx	) ) )",Rating
"Super	Awesome",Rating
"jk	good",Rating
"I am so sad	Intaha ho gai intzar ki aai na kuch khabar mere yaar ki",Rating
"Excellent	Good",Rating
"Awsm app	I just love this app becoze if we r far from anyone so we can easily chat with them I really really love this app",Rating
"Very good	It is only showing chek stesus",Rating
"I love it	So awesome",Rating
"Whaaaataappp	Gr8 App-)",Rating
"????	??????",Rating
"MANDLA	NO COMMENT",Rating
"loved	awesome",Rating
"Excellent	Supar apps",Rating
"Excellent communication app	It is quite nice and enjoyable and time passing too   Communication is very easy through this and is best communication app ever  Keep it up WHAT'S APP!!!  THREE cheers for what's app",Rating
"wajid khan	very good",Rating
"Excellent	I am iy touch with my childhood friends",Rating
"Naaaaaaaice	Perfect",Rating
"Whatsapp	It is a very good thig",Rating
"It was so useful to chat and connecting with all frnds	I really loves this wats up and i enjoy the days chatting with my frnds tks for thiz innovative idea hats off",Rating
"Nice	Nice app",Rating
"Ok	Ok",Rating
"Nice	Let's check  it",Rating
"Kap 1	WE RUN THINGS",Rating
"Ritu	Nice",Rating
"Alla	Very good aps",Rating
"I like	Really Easy use",Rating
"Nice	Software",Rating
"Sucks to the core	Doesn't deserve even a single star Why do I always have to update aaps( and I kept getting msg from server to update it But I ignored since I dint wanna update it Now I cannot update the new version  This is more than 7th time m trying to update and I just cannot It just stops in between I even dont want the new version since people are comenting saying it aint that good Why is it compulsory to update it?p anyways please help to get it downloaded? Otherwise ill take back that 1 star alsop",Rating
"Nice	Nice",Rating
"It's the best	It's quick and easy to use and never let's me down and I don't have to spend credit while having a conversation! I totally recommend it for anyone",Rating
"Excellent	Its a wonderful app",Rating
"Good	4",Rating
"whatsapp	i like it",Rating
"Always	Nice call my no I m waiting 4 u",Rating
"Good	Pls add more feature allow me to send pdf file to frnds",Rating
"Faadu	The best way to connect with friendzz",Rating
"kkk	kkk",Rating
"good	nice",Rating
"Superb	Excellent",Rating
"Nyc	Gud",Rating
"Shriyansh namdeo	Awesom app",Rating
"Too fast to good excellent	Apps",Rating
"watsapp	nice and easy",Rating
"Nice	Nice",Rating
"A	Its nice app to connection with all buddy",Rating
"Goodul	Work fast",Rating
"It's awesome	However recently there is lapse to receive the message  Didn't receive notification until open up the app",Rating
"070710	Antonio",Rating
"Brilliant app!!!	Best app",Rating
"Good feature	I like this apps, but we need voice call also",Rating
"Note 2	Very good messanger Better than others",Rating
"Excelent	Mahol",Rating
"Good app	Is a good app to text on",Rating
"Samira othman	Apps",Rating
"Great!	Its really easy to use and I love all the little icons to choose from You can send videos and photos You  don't need Facebook or anything like that Definitely download )",Rating
"Verry good	Its is verry  best this time verry cool mind mref thmks 4watsapp",Rating
"Javoy	Very good",Rating
"Awsome	No meesenger aaps come near whatsapp",Rating
"whatsapp is the best app i eva had	whatsapp is the best app i eva had ad wuld lke 2 c whatsapp grow bigger",Rating
"??????? ???	???? ????? ???? ???",Rating
"Awesome	The updates Are Awesome!  Keep It Up!",Rating
"Very nice upgrade	You can really benefit from it!! LOTS OF ADD ON'S YOU WILL LOVE IT ! ! ! More free time on Facebook chat  The Google upgrades  The Press releases Gmail updates  Lots of interesting changes on whatsap Lots and lots of savings comming up on favourite programmes, etc  Enjoy ! !",Rating
"Love it	Awesome",Rating
"Thanks	Hi very good apps",Rating
"Very nice	Very goid",Rating
"Good	This aps realy good",Rating
"Easy as	Easy and flex way to chat and share most media",Rating
"Thanks	So nice application",Rating
"Awesome	Best",Rating
"Superb	Bus chat off ka option bhi hona chaiye",Rating
"Epic	Its really good but when using 3g costs lods",Rating
"Needs Update!	It still needs updates! Its a bit slow! I hope whatsapp fixes this problem! I know they are too busy but they have to take out time for us!",Rating
"Good	Ok",Rating
"This is the part of my life	I",Rating
"Nice app	Good",Rating
"Gr8	Very nice",Rating
"Purchase	If you remove the purchase i will rate 5 stars",Rating
"Awesome app !!!	This is d best app ever but can anyone tell me how to turn off ur last seen ? Tnx",Rating
"Rajandar Singh 58@gmailcom	Nice",Rating
"Aditya	Very good app",Rating
"Hello	Anil kumar",Rating
"Yo	Cool",Rating
"Happy	Love this app",Rating
"Nice	Nice",Rating
"Not good	Ganta whts app h y",Rating
"Nice	Very good application",Rating
"Good	Good",Rating
"Very nice	Marvellous",Rating
"Not bad	Good",Rating
"coooooll	epic msnger",Rating
"Good	I love so much",Rating
"Good	Good",Rating
"Incruveu	O melhor de conversa do mundo",Rating
"Superb	Best in the worldwide",Rating
"Happy	Hapy happy happy",Rating
"Great	Its great for texting with mates or friends always aware of the gossip its like a bbm put for android the thing is when I text and send I always make a mistake and wish I could take it back",Rating
"Great	Ultimate",Rating
"So good	it is helpfull in many ways",Rating
"Muse	Good",Rating
"Awesome	Awesome app",Rating
"Whats app	Very nice",Rating
"Cool	Alas Lathy",Rating
"nice of chting with ppl	ilike being on this ntwrk",Rating
"Thanx	Good",Rating
"Excellent	Wowww",Rating
"	",Rating
"Excellent	Cool app With many stickers Stay connected with ur frndz",Rating
"Hi,	Good",Rating
Hey,Rating
"excellent	good",Rating
"Yes	Yes",Rating
"Excellent	Super",Rating
"Good	Thanks",Rating
"Goldan	Golden apps",Rating
"Rk	Awesome its really",Rating
"Nice	Awesome",Rating
"1 years	It's really best",Rating
"nice	good",Rating
Like,Rating
"Great messenger app	Excellent, wouldnt have done it better myself ))",Rating
"Whatsapp	Awesome app in luv wit whatsapp",Rating
"G	B",Rating
"3	Gud",Rating
"Very good	Easy and very helpful",Rating
"Hi	Good",Rating
"Very good	Nice app, I use it everyday",Rating
"Iloveit	Great",Rating
"Whatsapp	Whatsapp",Rating
"Sparta queen	Cool",Rating
"Habibi	Merindukan",Rating
"Gud	Gud",Rating
"Super	Very very Nice to oparate",Rating
"it cool	it cool",Rating
"awsome app	try it for sure",Rating
"Can't get enough	Brilliant app Switched to a Samsung Galaxy Note 2 after an iPhone and noticed the option to switch off timestamps is unavailable on Samsung devices If this could be included in the next update, 5 star rating sorted",Rating
"H	H",Rating
"Its amazing	Awesome",Rating
"Ram	Nice",Rating
"Best	Excellent applove it",Rating
Awesome,Rating
Great,Rating
"very good app	no",Rating
Excellent,Rating
"Excellent	Gr8 app",Rating
"Great	, ok",Rating
Nice one,Rating
"Love it!	Best application I've ever had",Rating
"Very good	Awesome",Rating
"Wow	Its an awesome app",Rating
How you,Rating
"Nice app	Nice apps Chat & calling will be easier using this app Only one problem when using this app, please fix the bugs",Rating
"Very good	Like a jet",Rating
"Great	At times even faster than ordinary sms",Rating
"Ashu singapore	Aat aa 22",Rating
"Gun	Good app",Rating
"Brown	Excelent",Rating
Wonderful application,Rating
"Tony SGN3	No password if have sure five star",Rating
The best Messenger app ever,Rating
"Samsung galaxy star	It is best",Rating
Very effective & efficient,Rating
Awesome app,Rating
Excellent!,Rating
"Shubham kumar	I like this app bcoz  Its realy easy n so fstafter all it is d no1 messenger on android It is very quick n low datausageon my smsng galaxy y",Rating
Good,Rating
love it,Rating
Superb,Rating
"Love it	Nice",Rating
"Best	I am always on whatsapp My only means of talking Its good Better than normal texting",Rating
Awesome app,Rating
"80%	It sometimes jam up",Rating
Good,Rating
"Good	This is a simply awe app! Needs no intro Must try )",Rating
"HTC one	Best social app ever!!  (Y)",Rating
Stay Connected,Rating
"Rahul	Good",Rating
"Awesome app	The best app I really enjoy  chatting in watsapp!!",Rating
"Rodney	Lawrence",Rating
"Selemon	0509833560",Rating
"Grt app	Love it go on",Rating
"Good but	Good concept But wish it didn't steal all of your data",Rating
"Nice	Ver? nicoo",Rating
"muaaaah	i love this appp",Rating
"1oo	Excellent",Rating
"Cool	Cool watsapp",Rating
Nothing,Rating
"No 1	M loving it",Rating
"Excellent	THE BEST ONE",Rating
Its gud bt not excellent bt still I like because it give opportunity to people come closer,Rating
"G	G",Rating
"Eazy to excess	Great way to communute",Rating
"Apung	Ya",Rating
"watdupp	nt bad",Rating
"GooD App	Very user friendly",Rating
")	)",Rating
"Cool	Good",Rating
"Best app to share thoughts, ideas and different things and feelings	Excellent way that connects to our family, friends, relatives and strangers too ))))",Rating
"Useful	Awesome application and useful Thank",Rating
Ok,Rating
"Good	Helpfullllll",Rating
"Good	Good app",Rating
"Good	Good",Rating
"Awsme app	I juz love dis app its so easy nd free",Rating
"Nice	Wonderful like it",Rating
yes,Rating
Intrsting app,Rating
Datta,Rating
"-)	very bad",Rating
"Love it	I love it apps",Rating
"This is AWSM	No words ,marvrlous",Rating
"Nice	Nice application",Rating
"Good	Nice n user friendly",Rating
"Abu	Awesome app",Rating
"Great	Great",Rating
"Hell yeah!	Now i can hang out with my friend",Rating
"Connectable	Awesome",Rating
"Great app	Great app",Rating
"Awsm App	Really a good app",Rating
"It is best	App ever",Rating
Best messenger in the world,Rating
"Excellent messenger	The best in the market",Rating
"Hello	Good evenings",Rating
It works nicely ,Rating
Hiiiii,Rating
"Nice	Ossam",Rating
"Gud	Gud",Rating
"The best	The best",Rating
"Ok	OK",Rating
"Cool	Yoyo",Rating
"Watsappyvvvrnr	Two good",Rating
"Love this	Ths the bst app",Rating
"God is good	Believe",Rating
"good	GOodsoft",Rating
Simply super,Rating
"Gd	Good",Rating
"Nice 2 keep in touch	Nice 2 keep in touch vth friends",Rating
"Nyc app	Wonderful app )",Rating
"Xperia c	Awesome",Rating
"Excellent	The best",Rating
"Good	Very good",Rating
"Great app	Needs call service",Rating
"Nice app	Grt app connect with friends",Rating
"Great app	Very handy",Rating
"Wow	Awesome",Rating
"Excellent	Great",Rating
This is d cool apps forever,Rating
Good app,Rating
"Best app	Too gud",Rating
"Watts up boys	This is d best way to keep in touch with ur friends 24 hrs ",Rating
"Just  nice app	It was fine",Rating
"Ral	Good",Rating
"Nice	Good",Rating
"Awesome	I love this appit's so addictive!",Rating
"Awesome	I'M SO ADDICTED AHH",Rating
"I love Pinterest!	Maybe a little too much -) But this app helps fuel my obsession, so I love it too",Rating
"Fun	Love the creativity!",Rating
"Love this app!!	Love using this app to find fun foods and funny things to brighten up my day",Rating
"Awesome	I'm so addicted to pinterest!",Rating
"Awesome	Loving it Easy to use with  good content",Rating
"Love it	Im supper hooked now looking for wedding dress and decorations for my moms wedding yaay excited ",Rating
"???	Great app Runs smoothly and gives you everything you expect from Pinterest",Rating
"Just the greatest	I LOVE pinterest I can spend hours and hours on it! There is nothing I don't like about it!",Rating
"Use it every day	Never a problem",Rating
"Great	I love it I can see anything   ??_??",Rating
"Love it	This app is amazing it gives you ideas I love this app and I have no problems with this app!",Rating
"Perfect	Love this app",Rating
"Sorry for the low score	I love the great things you can find here But very discouraged when I go to do a something that I get advertisements for a ton of other stuff",Rating
"Cool	Good place to go if you need an idea for almost anything",Rating
"Excellent	Beautiful sharing of beautiful pictures, ideas ideas! Love  Peace Thank you",Rating
"Love it	Love this app it's my favorite",Rating
"Enjoy	Love it Simple",Rating
